39,211030,39,11675527,34,31,23,:0:1:178;:43200:1:15675;:765564805:2:23082;:765564745:10:732869;:765564813:1:9948;:765564815:4:540343;:765564816:2:96704;:765564754:1:4608;:765564763:1:191927;,:0:1:178;:765564800:2:10124;:765564805:5:634066;:765564801:1:5670;:765564808:1:5344;:765564809:4:215521;:765564811:2:498288;:43200:1:15675;:765564817:3:133415;:765564807:1:9948;:765564795:2:87105;,:0:3:2194;:43200:1:15675;:765564805:2:23082;:765564745:12:761108;:765564813:1:9948;:765564815:5:544381;:765564816:3:102262;:765564754:1:4608;:765564792:5:131112;:765564763:1:191927;,:0:3:2189;:765564800:2:10124;:765564805:5:634066;:765564806:2:26232;:765564801:1:5670;:765564808:1:5344;:765564809:4:215521;:765564811:2:498288;:43200:1:15675;:765564817:3:133415;:765564711:2:72434;:765564807:3:26324;:765564795:2:87105;
40,211029,40,11675619,53,26,9,:7776000:9:147251;,:7776000:9:147251;,:0:18:11101;:7776000:35:818683;,:0:9:18571;:7776000:15:259581;:2592000:2:15554;
41,211024,41,11675542,15,10,0,,,:0:3:25294;:31536000:9:410324;:31412963:1:23193;:691200:2:2816;,:0:1:34200;:31536000:9:448300;
42,211035,42,11675597,15,9,0,,,:0:3:38485;:691200:4:77732;:31536000:7:325161;:31412965:1:21105;,:0:1:34327;:31536000:8:311488;
43,211026,43,11675601,54,52,11,:86400:8:105032;:10368000:1:1386;:31536000:1:33673;:0:1:8522;,:86400:8:105032;:10368000:1:1386;:31536000:1:33673;:0:1:8522;,:0:7:1178904;:86400:9:118782;:31536000:1:33673;:10368000:37:255321;,:0:6:1197061;:86400:8:105032;:31536000:1:33673;:10368000:37:242618;
44,211032,44,11675530,16,9,0,,,:0:4:38206;:691200:4:77732;:31536000:7:325548;:31412963:1:21123;,:0:1:34103;:31536000:8:311488;
45,211031,45,11675621,32,8,2,:0:2:428;,:0:2:428;,:0:6:56644;:31536000:3:8276;:604800:23:76296;,:0:3:39867;:86400:2:2933;:31536000:3:22356;
46,211046,46,11675549,106,142,1,:43200:1:15675;,:43200:1:15675;,:0:50:150038;:31536000:26:166376;:630668035:1:9521;:617822471:1:1282;:1800:1:655;:630665354:1:6549;:630666260:1:31655;:630670102:1:2201;:630333597:1:6537;:617872675:1:1255;:630666149:1:20410;:630708529:1:4813;:630657845:1:11021;:630661686:1:2448;:628451644:1:434;:630701245:1:12742;:629561406:1:8655;:630380597:1:17017;:43200:1:15675;:628366018:1:2572;:629727433:1:6078;:630708559:1:4133;:630667868:1:4295;:630668000:1:11725;:630666466:1:26077;:630667875:1:4306;:629500010:1:1696;:628449260:1:20174;:619539572:1:1817;:628788602:1:6098;:630667900:1:4851;:630672639:1:2133;,:0:3:3305;:630675460:1:2028;:616498694:1:2010;:628856839:1:5578;:628786348:1:2488;:629351950:1:8395;:630675471:1:2433;:628856854:1:1999;:630674456:1:6713;:630675482:1:5693;:629996059:1:6372;:630674462:1:2722;:627631647:1:2751;:630674464:1:10678;:630674465:1:3339;:630144036:1:6599;:630674471:2:9289;:629475882:1:6997;:625832811:1:5370;:627387949:1:6113;:620531758:1:5147;:630607921:1:7030;:630674495:1:7544;:630663235:1:13610;:630674502:1:8206;:630674504:1:5701;:622286414:1:8069;:627642959:1:9522;:629448786:1:2392;:630229077:1:8475;:630246486:1:2912;:600:1:2090;:630674874:1:1096;:629475937:1:6586;:629352034:1:7952;:630315109:1:9189;:630400103:1:14004;:626249329:1:2029;:626269298:1:5843;:613218435:1:6453;:620414090:1:6868;:629387920:1:1898;:630663826:1:14944;:629448854:1:2271;:627382937:1:3513;:629448859:1:1948;:630674459:1:7959;:622286506:1:2914;:627374764:1:2252;:630674546:1:2438;:619099828:1:2733;:630063050:1:17416;:43200:1:15675;:629448899:1:2607;:613218508:1:2252;:629639889:1:1984;:630654175:1:2388;:630059755:1:6435;:630062831:1:8657;:630663920:1:10265;:628786418:1:10674;:629474043:1:5608;:625818364:1:1781;:628786434:1:6860;:627642122:1:5678;:630598937:1:6490;:617172255:1:2581;:630315302:1:11649;:629468465:1:4938;:629474098:1:4500;:622765279:1:6329;:630064447:1:22843;:629474112:1:4783;:630400322:1:7969;:629474117:1:1882;:627629899:1:2298;:630058832:1:10021;:630069074:1:7053;:620322137:1:5941;:630144350:1:13201;:630066018:1:7487;:630663654:1:20231;:629730665:1:2432;:628843883:1:2031;:620526962:1:3811;:630157686:1:12436;:626186217:1:2207;:627028857:1:2877;:629805119:1:11692;:625228671:1:5367;:31536000:12:120510;:900:1:5369;:620328326:1:2365;:630675339:1:6341;:628253079:1:2769;:630663579:1:12718;:628253093:1:8752;:630037932:1:2641;:628856751:1:5298;:630059592:1:13948;:627040691:1:5790;:630674359:1:2249;:625832888:1:2110;:628253114:1:4633;:628248008:1:2799;:622801866:1:2426;:630675406:1:7387;:630068687:1:6330;:630594001:1:2320;:630068899:1:2669;:627042261:1:8401;:628253142:1:8484;:630068729:1:4708;:630675419:1:4909;:629550045:1:2929;:624993758:1:2160;:630674401:1:2221;:620451814:1:1661;:628253159:1:1714;:630068713:1:2340;:628518380:1:2897;:630663250:1:9504;:625832942:1:4598;:629550064:1:8891;:630675442:1:1922;:629804533:1:7108;:630674425:1:2675;:630675455:1:2728;
47,211039,47,11675600,70,41,0,,,:0:21:19658;:315360000:44:1016322;:3600:1:196;:7200:4:21779;,:86400:1:260;:0:3:7823;:315360000:36:214709;:7200:1:2906;
48,211036,48,11675604,16,9,0,,,:0:4:38477;:691200:4:77732;:31536000:7:325548;:31412948:1:21136;,:0:1:34951;:31536000:8:311488;
49,211038,49,11675533,26,20,19,:0:1:21;:14400:3:30274;:31556908:4:444674;:2592000:11:110876;,:0:1:21;:14400:3:30274;:31556908:4:444674;:2592000:11:110876;,:0:2:21;:14400:3:30274;:31556908:8:879009;:2592000:12:111097;:315360000:1:1150;,:0:2:11456;:14400:3:30274;:31556908:4:444674;:2592000:11:110876;
50,211037,50,11675629,216,32,0,,,:15552000:28:394452;:5184000:34:59561;:31536000:3:19546;:0:66:34522;:7200:5:27131;:259200:3:5133;:300:5:14170;:3600:13:62595;:86400:1:6733;:315360000:4:42841;:120:6:114152;:1296000:7:11647;:7776000:41:385476;,:0:32:403558;
51,211054,51,11675554,35,19,0,,,:0:5:19638;:315360000:25:711254;:259200:1:1797;:43200:1:15675;:604800:3:28394;,:0:18:67094;:315360000:1:195;
